0.1,4.8
0.200004,4.8
0.3,4.8
0.4,4.8
0.5,4.8
0.6,4.8
0.7,4.8
0.8,4.8
0.9,4.8
1.0,4.8
1.1,4.8
1.2,4.8
1.3,4.8
1.4,4.8
1.5,4.8
1.6,4.8
1.7,4.8
1.8,4.8
1.9,4.8
2.0,4.8
2.1,4.8
2.2,4.8
2.3,4.8
2.4,4.8
2.5,4.8
2.6,4.8
2.7,4.8
2.8,4.81
2.9,4.8
3.0,4.8
3.1,4.8
3.2,4.8
3.3,4.8
3.400004,4.8
3.5,4.8
3.6,4.81
3.7,4.8
3.8,4.8
3.9,4.8
4.0,4.81
4.1,4.8
4.2,4.8
4.3,4.8
4.4,4.81
4.5,4.81
4.6,4.81
4.7,4.81
4.8,4.81
4.9,4.81
5.0,4.81
5.1,4.81
5.2,4.81
5.3,4.81
5.4,4.8
5.5,4.81
5.6,4.8
5.7,4.8
5.8,4.8
5.9,4.8
6.0,4.8
6.1,4.8
6.2,4.8
6.3,4.8
6.4,4.8
6.5,4.8
6.600004,4.8
6.7,4.8
6.8,4.8
6.9,4.8
7.000004,4.8
7.100008,4.8
7.200008,4.8
7.300008,4.8
7.400008,4.8
7.500008,4.81
7.600008,4.81
7.700008,4.8
7.800008,4.8
7.900008,4.8
8.000008,4.8
8.100008,4.81
8.200008,4.8
8.300008,4.81
8.400008,4.8
8.500008,4.81
8.600008,4.8
8.700008,4.81
8.800008,4.81
8.900008,4.81
9.000008,4.8
9.100008,4.8
9.200008,4.8
9.300008,4.8
9.400008,4.8
9.500008,4.8
9.600008,4.8
9.700008,4.81
9.800008,4.8
9.900008,4.81
10.000008,4.8
10.100008,4.81
10.200008,4.81
10.300008,4.81
10.400008,4.8
10.500008,4.8
10.600008,4.8
10.700008,4.8
10.800008,4.8
10.900008,4.8
11.000012,4.8
11.100016,4.8
11.200016,4.8
11.300016,4.8
11.400016,4.8
11.500016,4.8
11.600016,4.8
11.700016,4.81
11.800016,4.81
11.900016,4.8
12.000016,4.8
12.100016,4.8
12.200016,4.8
12.300016,4.8
12.400016,4.81
12.500016,4.81
12.600016,4.81
12.700016,4.81
12.800016,4.81
12.900016,4.81
13.000016,4.81
13.100016,4.81
13.200016,4.81
13.300016,4.8
13.400016,4.81
13.500016,4.81
13.600016,4.8
13.700016,4.8
13.800016,4.8
13.900016,4.8
14.000016,4.8
14.100016,4.8
14.200016,4.8
14.300016,4.8
14.400016,4.8
14.500016,4.8
14.600016,4.8
14.700016,4.8
14.800016,4.8
14.900016,4.81
15.000016,4.8
15.100016,4.8
15.200016,4.8
15.300016,4.8
15.400016,4.8
15.500016,4.8
15.600016,4.8
15.700016,4.81
15.800016,4.81
15.900016,4.81
16.000016,4.81
16.100016,4.81
16.200016,4.81
16.300016,4.81
16.400016,4.8
16.500016,4.8
16.600016,4.8
16.700016,4.8
16.800016,4.8
16.900016,4.8
17.000016,4.81
17.100016,4.8
17.200016,4.8
17.300016,4.8
17.400016,4.8
17.500016,4.8
17.600016,4.8
17.700016,4.8
17.800016,4.8
17.900016,4.8
18.000016,4.8
18.100016,4.8
18.200016,4.8
18.300016,4.8
18.400016,4.8
18.500016,4.8
18.600016,4.8
18.700016,4.8
18.800016,4.81
18.900016,4.81
19.000016,4.81
19.100016,4.81
19.200016,4.8
19.300016,4.8
19.400016,4.8
19.500016,4.8
19.600016,4.81
19.700016,4.81
19.800016,4.81
19.900016,4.81
20.000016,4.81
20.100016,4.81
20.200016,4.81
20.300016,4.81
20.400016,4.8
20.500016,4.8
20.600016,4.81
20.700016,4.81
20.800016,4.81
20.900016,4.81
21.000016,4.81
21.100016,4.81
21.200016,4.8
21.300016,4.81
21.400016,4.81
21.500016,4.8
21.600016,4.8
21.700016,4.81
21.800016,4.81
21.900016,4.81
22.000016,4.81
22.100016,4.81
22.200016,4.81
22.300016,4.81
22.400016,4.8
22.500016,4.81
22.600016,4.8
22.700016,4.8
22.800016,4.8
22.900016,4.81
23.000016,4.8
23.100016,4.81
23.200016,4.8
23.300016,4.8
23.400016,4.81
23.500016,4.81
23.600016,4.8
23.700016,4.81
23.800016,4.8
23.900016,3.95
24.000016,3.69
24.100016,3.62
24.200016,4.61
24.300016,4.81
24.400016,4.8
24.500016,4.8
